1.92e+02,1.04e+01,4.11e+01,3.18e-01,1.08e+03,1.08e+03,2.60e-01,2.60e-01,4.04e+01,4.04e+01,7.65e+01,7.00e+00,3.00e+00
3.84e+02,1.12e+01,2.73e+01,2.86e-01,1.08e+03,8.86e+02,2.60e-01,5.22e-01,3.30e+01,4.04e+01,7.65e+01,7.00e+00,3.00e+00
5.76e+02,1.24e+01,3.00e+01,3.29e-01,1.08e+03,8.62e+02,2.60e-01,3.93e-01,3.35e+01,4.04e+01,7.65e+01,7.00e+00,4.00e+00
7.68e+02,2.02e+01,2.82e+02,3.51e-01,1.08e+03,8.79e+02,2.60e-01,6.74e-01,3.42e+01,4.04e+01,7.65e+01,7.50e+00,4.00e+00
9.60e+02,1.93e+01,2.60e+02,4.78e-01,1.08e+03,9.56e+02,2.60e-01,7.40e-01,3.24e+01,4.04e+01,7.65e+01,8.00e+00,5.00e+00
1.15e+03,1.24e+01,8.43e+01,6.45e-01,1.08e+03,9.63e+02,2.60e-01,1.04e+00,3.21e+01,4.04e+01,7.65e+01,8.50e+00,6.00e+00
1.34e+03,1.23e+01,3.24e+01,7.96e-01,1.10e+03,1.10e+03,8.10e-01,8.10e-01,3.91e+01,3.91e+01,7.72e+01,9.00e+00,7.00e+00
1.54e+03,1.08e+01,1.65e+01,9.01e-01,1.10e+03,7.28e+02,8.10e-01,1.03e+00,3.60e+01,3.91e+01,7.72e+01,9.00e+00,8.00e+00
1.73e+03,1.20e+01,1.74e+01,1.03e+00,1.10e+03,9.36e+02,8.10e-01,1.11e+00,3.72e+01,3.91e+01,7.72e+01,1.00e+01,9.00e+00
1.92e+03,8.95e+00,9.77e+00,1.12e+00,1.10e+03,7.84e+02,8.10e-01,1.10e+00,3.38e+01,3.91e+01,7.72e+01,1.00e+01,8.00e+00
2.11e+03,9.98e+00,2.23e+01,1.25e+00,1.10e+03,6.96e+02,8.10e-01,1.20e+00,3.25e+01,3.91e+01,7.72e+01,1.00e+01,9.50e+00
2.30e+03,1.08e+01,5.89e+01,1.38e+00,1.10e+03,7.47e+02,8.10e-01,1.31e+00,3.34e+01,3.91e+01,7.72e+01,1.00e+01,1.10e+01
2.50e+03,1.09e+01,6.14e+01,1.51e+00,1.10e+03,8.48e+02,8.10e-01,1.57e+00,3.37e+01,3.91e+01,7.72e+01,1.00e+01,1.10e+01
2.69e+03,7.62e+00,1.47e+01,1.70e+00,1.10e+03,9.27e+02,8.10e-01,1.93e+00,3.51e+01,3.91e+01,7.72e+01,1.10e+01,1.20e+01
2.88e+03,9.89e+00,3.61e+01,1.76e+00,1.10e+03,9.42e+02,8.10e-01,2.10e+00,3.44e+01,3.91e+01,7.72e+01,1.20e+01,1.30e+01
3.07e+03,9.92e+00,5.07e+01,1.90e+00,1.10e+03,7.77e+02,8.10e-01,2.41e+00,3.31e+01,3.91e+01,7.72e+01,1.20e+01,1.40e+01
3.26e+03,8.09e+00,1.43e+01,1.86e+00,1.10e+03,8.21e+02,8.10e-01,2.89e+00,3.28e+01,3.91e+01,7.72e+01,1.25e+01,1.50e+01
3.46e+03,1.20e+01,5.73e+01,1.85e+00,1.10e+03,7.88e+02,8.10e-01,1.65e+00,3.26e+01,3.91e+01,7.72e+01,1.30e+01,1.60e+01
3.65e+03,1.31e+01,1.14e+02,1.84e+00,1.10e+03,9.51e+02,8.10e-01,1.69e+00,3.60e+01,3.91e+01,7.72e+01,1.30e+01,1.70e+01
3.84e+03,8.44e+00,1.89e+01,1.87e+00,1.10e+03,7.58e+02,8.10e-01,1.74e+00,3.76e+01,3.91e+01,7.72e+01,1.30e+01,1.70e+01
4.03e+03,8.55e+00,1.52e+01,1.84e+00,1.10e+03,8.24e+02,8.10e-01,1.67e+00,3.88e+01,3.91e+01,7.72e+01,1.40e+01,1.80e+01
4.22e+03,1.72e+01,1.83e+02,1.86e+00,1.10e+03,7.85e+02,8.10e-01,1.72e+00,3.41e+01,3.91e+01,7.72e+01,1.40e+01,1.80e+01
4.42e+03,1.79e+01,2.38e+02,1.85e+00,1.10e+03,8.96e+02,8.10e-01,1.60e+00,3.78e+01,3.91e+01,7.72e+01,1.40e+01,1.90e+01
4.61e+03,2.01e+01,2.42e+02,1.81e+00,1.10e+03,8.59e+02,8.10e-01,1.64e+00,3.54e+01,3.91e+01,7.72e+01,1.40e+01,1.90e+01
4.80e+03,2.59e+01,4.08e+02,1.69e+00,1.10e+03,1.08e+03,8.10e-01,1.62e+00,3.60e+01,3.91e+01,7.72e+01,1.40e+01,2.00e+01
4.99e+03,1.99e+01,2.18e+02,1.67e+00,1.10e+03,7.66e+02,8.10e-01,1.84e+00,3.40e+01,3.91e+01,7.72e+01,1.40e+01,2.10e+01
5.18e+03,2.30e+01,2.55e+02,1.67e+00,1.10e+03,7.35e+02,8.10e-01,1.57e+00,3.53e+01,3.91e+01,7.72e+01,1.40e+01,2.10e+01
5.38e+03,2.80e+01,4.44e+02,1.62e+00,1.10e+03,1.05e+03,8.10e-01,1.57e+00,4.06e+01,3.91e+01,7.72e+01,1.50e+01,2.30e+01
5.57e+03,2.35e+01,3.22e+02,1.63e+00,1.10e+03,8.55e+02,8.10e-01,1.69e+00,3.67e+01,3.91e+01,7.72e+01,1.50e+01,2.40e+01
