1.92e+02,1.28e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.82e+02,1.82e+02,4.39e+02,1.27e+01,8.36e+02,8.36e+02,8.00e+00,4.00e+00
3.84e+02,1.27e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.64e+02,1.82e+02,4.39e+02,6.89e+00,7.56e+02,8.36e+02,8.00e+00,4.00e+00
5.76e+02,1.26e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.61e+02,1.82e+02,4.39e+02,3.91e+00,7.60e+02,8.36e+02,8.00e+00,4.00e+00
7.68e+02,1.25e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.58e+02,1.82e+02,4.39e+02,4.17e+00,7.34e+02,8.36e+02,8.00e+00,4.00e+00
9.60e+02,1.26e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.72e+02,1.82e+02,4.39e+02,3.55e+00,7.42e+02,8.36e+02,8.00e+00,4.00e+00
1.15e+03,1.27e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.70e+02,1.82e+02,4.39e+02,3.86e+00,7.46e+02,8.36e+02,8.00e+00,4.00e+00
1.34e+03,1.27e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.56e+02,1.56e+02,4.25e+02,3.22e+00,8.37e+02,8.37e+02,8.00e+00,4.00e+00
1.54e+03,1.26e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.60e+02,1.56e+02,4.25e+02,2.37e+00,7.80e+02,8.37e+02,8.00e+00,4.00e+00
1.73e+03,1.26e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.51e+02,1.56e+02,4.25e+02,6.84e+00,7.07e+02,8.37e+02,8.00e+00,4.00e+00
1.92e+03,1.26e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.13e+02,1.56e+02,4.25e+02,3.53e+00,7.73e+02,8.37e+02,8.00e+00,4.00e+00
2.11e+03,1.28e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.69e+02,1.56e+02,4.25e+02,5.83e+00,8.04e+02,8.37e+02,8.00e+00,4.00e+00
2.30e+03,1.25e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.64e+02,1.56e+02,4.25e+02,6.34e+00,7.18e+02,8.37e+02,8.00e+00,4.00e+00
2.50e+03,1.28e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.70e+02,1.56e+02,4.25e+02,7.72e+00,7.88e+02,8.37e+02,8.00e+00,4.00e+00
2.69e+03,1.26e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.50e+02,1.56e+02,4.25e+02,5.03e+00,7.93e+02,8.37e+02,8.00e+00,4.00e+00
2.88e+03,1.27e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.64e+02,1.56e+02,4.25e+02,6.68e+00,7.76e+02,8.37e+02,8.00e+00,4.00e+00
3.07e+03,1.24e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.49e+02,1.49e+02,3.98e+02,2.53e+00,9.36e+02,9.36e+02,8.00e+00,4.00e+00
3.26e+03,1.29e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.52e+02,1.49e+02,3.98e+02,6.48e+00,7.90e+02,9.36e+02,8.00e+00,4.00e+00
3.46e+03,1.25e+01,-5.68e+05,-5.68e+05,-5.68e+05,1.70e+02,1.49e+02,3.98e+02,3.43e+00,7.60e+02,9.36e+02,8.00e+00,4.00e+00
