4.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,2.90e+01,2.45e+01
8.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,2.90e+01,2.20e+01
1.20e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,2.90e+01,2.50e+01
1.60e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,2.90e+01,2.80e+01
2.00e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,2.95e+01,3.20e+01
2.40e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.00e+01,3.60e+01
2.80e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.00e+01,3.75e+01
3.20e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.10e+01,4.20e+01
3.60e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.10e+01,4.25e+01
4.00e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.10e+01,4.45e+01
4.40e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.10e+01,4.85e+01
4.80e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.10e+01,5.10e+01
5.20e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.10e+01,5.45e+01
5.60e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.10e+01,5.70e+01
6.00e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.10e+01,5.70e+01
6.40e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.10e+01,6.05e+01
6.80e+01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.10e+01,6.20e+01
