4.80e+02,7.26e+00,1.11e+01,1.11e+01,1.41e+01,2.90e+01,2.50e+01
9.60e+02,6.66e+00,1.09e+01,1.11e+01,1.41e+01,2.90e+01,2.40e+01
1.44e+03,9.69e+00,1.16e+01,1.11e+01,1.57e+01,2.90e+01,1.90e+01
1.92e+03,7.38e+00,1.18e+01,1.11e+01,1.59e+01,3.00e+01,1.80e+01
2.40e+03,7.92e+00,1.14e+01,1.11e+01,1.59e+01,3.00e+01,1.80e+01
2.88e+03,8.06e+00,1.13e+01,1.11e+01,1.59e+01,3.00e+01,1.80e+01
3.36e+03,6.91e+00,1.18e+01,1.11e+01,1.40e+01,3.00e+01,1.90e+01
3.84e+03,7.58e+00,1.21e+01,1.11e+01,1.53e+01,3.00e+01,1.80e+01
4.32e+03,8.15e+00,1.24e+01,1.11e+01,1.51e+01,3.00e+01,1.90e+01
4.80e+03,8.67e+00,1.24e+01,1.24e+01,1.75e+01,3.00e+01,1.90e+01
5.28e+03,7.77e+00,1.24e+01,1.24e+01,1.75e+01,3.00e+01,1.80e+01
5.76e+03,8.82e+00,1.22e+01,1.24e+01,1.75e+01,3.00e+01,1.90e+01
6.24e+03,8.85e+00,1.27e+01,1.27e+01,1.71e+01,3.00e+01,1.90e+01
6.72e+03,8.20e+00,1.26e+01,1.27e+01,1.71e+01,3.00e+01,1.90e+01
7.20e+03,8.45e+00,1.27e+01,1.27e+01,1.74e+01,3.00e+01,2.00e+01
7.68e+03,8.72e+00,1.26e+01,1.27e+01,1.74e+01,3.00e+01,1.90e+01
8.16e+03,7.86e+00,1.25e+01,1.27e+01,1.74e+01,3.00e+01,1.80e+01
8.64e+03,6.75e+00,1.19e+01,1.27e+01,1.74e+01,3.10e+01,1.90e+01
9.12e+03,6.29e+00,1.19e+01,1.27e+01,1.74e+01,3.10e+01,1.90e+01
9.60e+03,8.13e+00,1.19e+01,1.27e+01,1.74e+01,3.10e+01,1.90e+01
1.01e+04,7.69e+00,1.25e+01,1.27e+01,1.74e+01,3.10e+01,1.90e+01
1.06e+04,8.03e+00,1.28e+01,1.28e+01,1.65e+01,3.10e+01,1.90e+01
1.10e+04,8.55e+00,1.23e+01,1.28e+01,1.65e+01,3.10e+01,2.00e+01
1.15e+04,7.82e+00,1.29e+01,1.29e+01,1.71e+01,3.10e+01,1.90e+01
1.20e+04,7.91e+00,1.25e+01,1.29e+01,1.71e+01,3.10e+01,1.90e+01
1.25e+04,8.02e+00,1.21e+01,1.29e+01,1.71e+01,3.40e+01,2.30e+01
1.30e+04,7.67e+00,1.27e+01,1.29e+01,1.71e+01,3.10e+01,2.00e+01
1.34e+04,7.90e+00,1.29e+01,1.29e+01,1.74e+01,3.10e+01,2.00e+01
1.39e+04,8.52e+00,1.30e+01,1.29e+01,1.82e+01,3.10e+01,2.00e+01
1.44e+04,7.20e+00,1.28e+01,1.29e+01,1.82e+01,3.40e+01,2.30e+01
1.49e+04,8.54e+00,1.32e+01,1.29e+01,1.80e+01,3.10e+01,2.10e+01
1.54e+04,8.70e+00,1.34e+01,1.29e+01,1.80e+01,3.10e+01,2.10e+01
1.58e+04,9.41e+00,1.36e+01,1.29e+01,1.94e+01,3.20e+01,2.10e+01
1.63e+04,8.91e+00,1.32e+01,1.32e+01,1.73e+01,3.20e+01,2.20e+01
1.68e+04,8.87e+00,1.31e+01,1.32e+01,1.73e+01,3.20e+01,2.20e+01
1.73e+04,9.86e+00,1.37e+01,1.37e+01,1.93e+01,3.30e+01,2.30e+01
1.78e+04,9.43e+00,1.34e+01,1.37e+01,1.93e+01,3.20e+01,2.20e+01
1.82e+04,9.20e+00,1.34e+01,1.37e+01,1.93e+01,3.20e+01,2.20e+01
1.87e+04,7.76e+00,1.32e+01,1.37e+01,1.93e+01,3.40e+01,2.40e+01
1.92e+04,8.44e+00,1.35e+01,1.37e+01,1.93e+01,3.30e+01,2.20e+01
1.97e+04,9.11e+00,1.35e+01,1.37e+01,1.93e+01,3.20e+01,2.20e+01
