2.82e+01,6.12e+01,2.00e+00
3.07e+01,6.00e+01,4.00e+00
3.61e+01,8.18e+01,3.00e+00
7.81e+00,1.27e+01,2.00e+00
3.48e+01,6.93e+01,3.00e+00
1.47e+01,3.83e+01,3.00e+00
2.54e+01,6.51e+01,2.00e+00
1.95e+01,3.98e+01,2.00e+00
5.70e+00,1.22e+01,4.00e+00
3.69e+01,8.11e+01,5.00e+00
3.35e+01,6.03e+01,5.00e+00
6.01e+00,1.51e+01,1.00e+00
1.32e+01,1.67e+01,3.00e+00
2.93e+01,6.79e+01,2.00e+00
3.50e+01,6.18e+01,4.00e+00
6.20e+00,1.29e+01,1.00e+00
3.28e+01,6.17e+01,3.00e+00
8.07e+00,1.44e+01,3.00e+00
3.30e+01,6.88e+01,4.00e+00
1.02e+01,1.77e+01,2.00e+00
5.45e+00,1.07e+01,4.00e+00
1.02e+01,1.26e+01,2.00e+00
3.02e+01,5.71e+01,6.00e+00
2.81e+01,6.97e+01,3.00e+00
8.24e+00,1.42e+01,2.00e+00
3.29e+01,7.85e+01,2.00e+00
8.25e+00,1.42e+01,2.00e+00
6.77e+00,1.41e+01,4.00e+00
3.34e+01,5.88e+01,3.00e+00
5.77e+00,1.18e+01,3.00e+00
1.11e+01,1.41e+01,2.00e+00
6.22e+00,1.20e+01,4.00e+00
6.42e+00,2.07e+01,3.00e+00
6.01e+00,1.20e+01,2.00e+00
5.30e+00,1.14e+01,5.00e+00
6.14e+00,1.37e+01,3.00e+00
3.44e+01,7.81e+01,5.00e+00
3.18e+01,5.89e+01,3.00e+00
1.66e+01,4.51e+01,1.00e+00
1.24e+01,1.70e+01,2.00e+00
3.35e+01,7.98e+01,4.00e+00
1.31e+01,1.84e+01,1.00e+00
1.19e+01,1.47e+01,1.00e+00
5.02e+00,8.94e+00,3.00e+00
2.73e+01,6.71e+01,5.00e+00
2.84e+01,6.96e+01,2.00e+00
1.54e+01,5.93e+01,3.00e+00
6.75e+00,1.48e+01,1.00e+00
2.13e+01,5.84e+01,1.00e+00
