4.80e+02,7.26e+00,4.18e+01,4.65e+00,4.65e+00,1.91e+01,2.90e+01,2.50e+01
9.60e+02,6.45e+00,4.98e+01,8.35e+00,8.35e+00,2.10e+01,2.90e+01,3.00e+01
1.44e+03,6.53e+00,7.88e+01,8.56e+00,8.56e+00,2.39e+01,2.90e+01,3.10e+01
1.92e+03,7.54e+00,1.00e+02,9.22e+00,9.22e+00,2.36e+01,3.00e+01,3.00e+01
2.40e+03,7.81e+00,1.00e+02,9.95e+00,9.22e+00,2.36e+01,3.00e+01,2.80e+01
2.88e+03,6.08e+00,1.02e+02,6.99e+00,6.99e+00,2.38e+01,2.90e+01,2.80e+01
3.36e+03,8.46e+00,1.02e+02,7.53e+00,6.99e+00,2.38e+01,3.00e+01,4.10e+01
3.84e+03,5.59e+00,1.09e+02,6.93e+00,6.93e+00,2.30e+01,3.00e+01,3.10e+01
4.32e+03,6.80e+00,1.09e+02,6.74e+00,6.93e+00,2.30e+01,3.10e+01,3.40e+01
4.80e+03,8.65e+00,1.12e+02,6.91e+00,6.91e+00,2.41e+01,3.10e+01,4.80e+01
5.28e+03,8.20e+00,1.12e+02,8.29e+00,6.91e+00,2.41e+01,3.10e+01,4.60e+01
5.76e+03,7.52e+00,1.17e+02,7.21e+00,7.21e+00,2.36e+01,3.10e+01,4.40e+01
6.24e+03,6.77e+00,1.17e+02,6.90e+00,7.21e+00,2.36e+01,3.10e+01,4.20e+01
6.72e+03,5.78e+00,1.17e+02,8.63e+00,7.21e+00,2.36e+01,3.10e+01,4.30e+01
7.20e+03,8.15e+00,1.27e+02,9.58e+00,9.58e+00,2.42e+01,3.10e+01,4.30e+01
7.68e+03,7.57e+00,1.27e+02,9.05e+00,9.58e+00,2.42e+01,3.10e+01,4.50e+01
8.16e+03,7.48e+00,1.27e+02,7.11e+00,9.58e+00,2.42e+01,3.10e+01,4.60e+01
8.64e+03,7.73e+00,1.27e+02,9.39e+00,9.58e+00,2.42e+01,3.10e+01,4.80e+01
9.12e+03,9.01e+00,1.27e+02,1.02e+01,9.58e+00,2.42e+01,3.20e+01,4.90e+01
9.60e+03,7.12e+00,1.27e+02,6.85e+00,9.58e+00,2.42e+01,3.10e+01,4.90e+01
1.01e+04,7.80e+00,1.27e+02,8.40e+00,9.58e+00,2.42e+01,3.10e+01,5.20e+01
1.06e+04,6.20e+00,1.27e+02,9.50e+00,9.58e+00,2.42e+01,3.10e+01,5.10e+01
1.10e+04,5.66e+00,1.27e+02,9.47e+00,9.58e+00,2.42e+01,3.00e+01,5.00e+01
1.15e+04,5.48e+00,1.27e+02,9.08e+00,9.58e+00,2.42e+01,3.10e+01,5.10e+01
1.20e+04,5.60e+00,1.27e+02,8.86e+00,9.58e+00,2.42e+01,3.10e+01,5.20e+01
1.25e+04,5.68e+00,1.27e+02,8.79e+00,9.58e+00,2.42e+01,3.10e+01,5.30e+01
1.30e+04,5.68e+00,1.27e+02,8.63e+00,9.58e+00,2.42e+01,3.10e+01,5.50e+01
1.34e+04,5.53e+00,1.27e+02,9.18e+00,9.58e+00,2.42e+01,3.10e+01,5.40e+01
1.39e+04,5.56e+00,1.27e+02,9.12e+00,9.58e+00,2.42e+01,3.20e+01,5.50e+01
1.44e+04,5.48e+00,1.34e+02,8.42e+00,8.42e+00,2.65e+01,3.10e+01,5.50e+01
1.49e+04,5.73e+00,1.44e+02,1.01e+01,1.01e+01,2.74e+01,3.10e+01,5.60e+01
1.54e+04,5.61e+00,1.44e+02,9.22e+00,1.01e+01,2.74e+01,3.20e+01,5.60e+01
1.58e+04,5.71e+00,1.44e+02,9.66e+00,1.01e+01,2.74e+01,3.20e+01,5.80e+01
1.63e+04,5.73e+00,1.44e+02,9.54e+00,1.01e+01,2.74e+01,3.20e+01,5.80e+01
1.68e+04,5.74e+00,1.44e+02,1.11e+01,1.01e+01,2.74e+01,3.20e+01,5.80e+01
1.73e+04,5.63e+00,1.44e+02,9.34e+00,1.01e+01,2.74e+01,3.30e+01,5.90e+01
1.78e+04,5.68e+00,1.44e+02,9.82e+00,1.01e+01,2.74e+01,3.20e+01,6.00e+01
1.82e+04,5.73e+00,1.44e+02,9.15e+00,1.01e+01,2.74e+01,3.20e+01,6.20e+01
1.87e+04,5.67e+00,1.44e+02,9.40e+00,1.01e+01,2.74e+01,3.20e+01,6.30e+01
1.92e+04,5.74e+00,1.44e+02,9.65e+00,1.01e+01,2.74e+01,3.30e+01,6.20e+01
1.97e+04,6.11e+00,1.44e+02,9.18e+00,1.01e+01,2.74e+01,3.30e+01,6.40e+01
