4.80e+02,8.27e+00,8.47e+00,8.47e+00,1.77e+01,2.90e+01,2.60e+01
9.60e+02,8.47e+00,8.47e+00,8.47e+00,1.77e+01,2.90e+01,2.40e+01
1.44e+03,7.77e+00,8.47e+00,8.47e+00,1.77e+01,2.90e+01,2.50e+01
1.92e+03,8.24e+00,8.47e+00,8.47e+00,1.77e+01,3.00e+01,2.70e+01
2.40e+03,7.75e+00,3.64e+00,8.47e+00,1.77e+01,3.00e+01,2.60e+01
2.88e+03,7.71e+00,3.64e+00,8.47e+00,1.77e+01,3.00e+01,2.50e+01
3.36e+03,7.32e+00,1.23e+00,8.47e+00,1.77e+01,3.00e+01,2.40e+01
3.84e+03,6.15e+00,3.36e+00,8.47e+00,1.77e+01,3.10e+01,2.50e+01
4.32e+03,6.10e+00,3.02e+00,8.47e+00,1.77e+01,3.10e+01,2.60e+01
4.80e+03,6.10e+00,2.80e+00,8.47e+00,1.77e+01,3.10e+01,2.60e+01
5.28e+03,6.10e+00,5.12e+00,8.47e+00,1.77e+01,3.20e+01,3.20e+01
5.76e+03,6.10e+00,5.81e+00,8.47e+00,1.77e+01,3.20e+01,3.20e+01
6.24e+03,6.11e+00,5.70e+00,8.47e+00,1.77e+01,3.20e+01,3.40e+01
6.72e+03,6.85e+00,4.93e+00,8.47e+00,1.77e+01,3.10e+01,3.40e+01
7.20e+03,6.09e+00,3.04e+00,8.47e+00,1.77e+01,3.10e+01,3.00e+01
7.68e+03,5.66e+00,6.25e+00,8.47e+00,1.77e+01,3.10e+01,3.30e+01
8.16e+03,6.09e+00,2.94e+00,8.47e+00,1.77e+01,3.10e+01,3.40e+01
8.64e+03,5.96e+00,2.15e+00,8.47e+00,1.77e+01,3.10e+01,3.40e+01
9.12e+03,6.46e+00,2.82e+00,8.47e+00,1.77e+01,3.10e+01,3.40e+01
9.60e+03,5.94e+00,1.83e-01,8.47e+00,1.77e+01,3.15e+01,3.10e+01
1.01e+04,6.12e+00,1.83e-01,8.47e+00,1.77e+01,3.20e+01,3.50e+01
1.06e+04,6.82e+00,7.97e+00,8.47e+00,1.77e+01,3.20e+01,3.35e+01
1.10e+04,6.90e+00,9.34e+00,8.47e+00,1.77e+01,3.20e+01,3.30e+01
1.15e+04,7.42e+00,1.67e+00,8.47e+00,1.77e+01,3.20e+01,3.20e+01
1.20e+04,8.06e+00,5.92e+00,5.92e+00,1.58e+01,3.20e+01,3.30e+01
1.25e+04,8.08e+00,3.71e+00,5.92e+00,1.58e+01,3.20e+01,3.80e+01
1.30e+04,8.30e+00,1.72e+00,5.92e+00,1.58e+01,3.30e+01,3.90e+01
1.34e+04,8.58e+00,1.09e+00,5.92e+00,1.58e+01,3.30e+01,4.00e+01
1.39e+04,8.28e+00,2.01e+00,5.92e+00,1.58e+01,3.40e+01,4.00e+01
1.44e+04,7.94e+00,2.01e+00,5.92e+00,1.58e+01,3.40e+01,4.10e+01
1.49e+04,7.94e+00,8.15e+00,8.15e+00,2.37e+01,3.40e+01,3.50e+01
